seq,seqn,word,phonetic,exchange,trans,,,,
731,731/1533,virus,英['vaiәrәs],,n.病毒,,,,
732,732/1533,ward,英[wɔːd],,n.病房v.避开;守护,,,,
733,733/1533,wave,英[weiv],,n.波浪v.波动;挥手,,,,
734,734/1533,blog,英[blɒɡ],,n.博客,,,,
735,735/1533,shortage,英['ʃɒ:tidʒ],,n.不足;缺点,,,,
736,736/1533,cloth,英[klɒ:θ. klɒθ],,n.布;衣料;桌布,,,,
737,737/1533,pudding,英['pudiŋ],,n.布丁,,,,
738,738/1533,pace,英[peis],,n.步伐;步调v.踱步,,,,
739,739/1533,department,英[di'pɑ:tmәnt],,n.部;局;处;系,,,,
740,740/1533,minister,英['ministә],,n.部长;大臣,,,,
741,741/1533,talent,英['tælәnt],,n.天赋;才能;人才,,,,
742,742/1533,material,英[mә'tiәriәl],,n.材料;物资a.物质的,,,,
743,743/1533,property,英['prɒpәti],,n.财产;资产;属性,,,,
744,744/1533,finance,英[fai'næns],,n.财政;金融;为...提供资金,,,,
745,745/1533,tailor,英['teilә],,n.裁缝v.缝制;定制,,,,
746,746/1533,operator,英['ɒpәreitә],,n.操作员;经营者,,,,
747,747/1533,draft,英[dræft. drɑ:ft],,n.草稿;草案v.起草,,,,
748,748/1533,profile,英['prәufail],,n.轮廓;文件;人物简介,,,,
749,749/1533,teapot,英['ti:pɒt],,n.茶壶,,,,
750,750/1533,saucer,英['sɒ:sә],,n.小碟子;茶碟,,,,
751,751/1533,output,英['autput],,n.产量;输出v.输出,,,,
752,752/1533,generation,英[.dʒenә'reiʃәn],,n.一代人;一批;一届,,,,
753,753/1533,occasion,英[ә'keiʒәn],,n.场合;时机;理由,,,,
754,754/1533,damp,英[dæmp],,n.潮湿;阻尼a.潮湿的v.使潮湿,,,,
755,755/1533,vehicle,英['vi:ikl],,n.车辆;交通工具;运载工具,,,,
756,756/1533,achievement,英[ә'tʃi:vmәnt],,n.成就;完成,,,,
757,757/1533,adult,英['ædʌlt],,n.成年人a・成年的;成熟的,,,,
758,758/1533,kit,英[kit],,n.工具箱;用具包,,,,
759,759/1533,castle,英['kæsl. 'kɑ:sl],,n.城堡;堡垒,,,,
760,760/1533,procedure,英[prә'si:dʒә],,n.程序;手续;步骤,,,,
761,761/1533,credit,英['kredit],,n.信用;贷款v.相信
762,762/1533,pond,英[pɒnd],,n.池塘;池子,,,,
763,763/1533,duration,英[dju'reiʃәn],,n.持续;持续时间;期间,,,,
764,764/1533,possession,英[pә'zeʃәn],,n.持有;所有权;财产,,,,
765,765/1533,dimension,英[dai'menʃәn],,n.维度;体积;方面,,,,
766,766/1533,equator,英[i'kweitә],,n.赤道,,,,
767,767/1533,impact,英['impækt],,v.对...有影响;n.影响撞击,,,,
768,768/1533,drawer,英['drɒ:ә],,n.抽屉,,,,
769,769/1533,exit,英['eksit],,n.出口;通道,,,,
770,770/1533,chef,英[ʃef],,n.厨师长;厨师,,,,
771,771/1533,cupboard,英['kʌpbɒ:d],,n.橱柜;碗柜,,,,
772,772/1533,reserve,英[ri'zә:v],,n.储备;自然保护区v.预订;保留,,,,
773,773/1533,infection,英[in'fekʃәn],,n.传染;感染,,,,
774,774/1533,tradition,英[trә'diʃәn],,n.传统;惯例,,,,
775,775/1533,curtain,英['kә:tәn],,n.窗帘;幕布V.遮蔽,,,,
776,776/1533,innovation,英[.inәu'veiʃәn],,n.创新;革新,,,,
777,777/1533,vocabulary,英[vә'kæbjulәri],,n.词汇;词汇表;词汇量,,,,
778,778/1533,charity,英['tʃæriti],,n.慈善;仁慈;施舍,,,,
779,779/1533,disk,英[disk],(disc),n.磁盘;光盘;唱片,,,,
780,780/1533,jungle,英['dʒʌŋgl],,n.丛林;危险地带;一团*,,,,
781,781/1533,cottage,英['kɒtidʒ],,n.村舍;小屋;平房,,,,
782,782/1533,file,英[fail],,n.文件;档案v.把……归档,,,,
783,783/1533,error,英['erә],,n.错误;过失,,,,
784,784/1533,majority,英[mә'dʒɒriti],,n.大多数;成年,,,,
785,785/1533,mass,英[mæs],,n.团(堆);大量;群众,,,,
786,786/1533,continent,英['kɒntinәnt],,n.大陆;洲,,,,
787,787/1533,atmosphere,英['ætmәsfiә],,n.大气层;气氛;氛围,,,,
788,788/1533,master,英['mɑ:stә. 'mæstә],,n.硕士;大师v.精通,,,,
789,789/1533,lap,英[læp],,n.膝部;一圈V.重叠,,,,
790,790/1533,representative,英[.repri'zentәtiv],,n.代表a.典型的;有代表性的,,,,
791,791/1533,agency,英['eidʒәnsi],,n.代理;代理商;中介,,,,
792,792/1533,loan,英[lәun],,n.贷款;租借v.借出,,,,
793,793/1533,treatment,英['tri:tmәnt],,n.治疗;待遇;处理,,,,
794,794/1533,kangaroo,英[.kæŋgә'ru:],,n.袋鼠,,,,
795,795/1533,protein,英['prәuti:in],,n.蛋白;蛋白质,,,,
796,796/1533,client,英['klaiәnt],,n.客户;顾客;委托人,,,,
797,797/1533,missile,英['misail],,n.导弹;发射物,,,,
798,798/1533,virtue,英['vә:tju:],,n.善;美德;德行,,,,
799,799/1533,lamp,英[læmp],,n.灯;灯泡;灯具,,,,
800,800/1533,lantern,英['læntәn],,n.灯笼;提灯,,,,
801,801/1533,click,英[klik],,n.滴答声v.点击;发出滴答声,,,,
802,802/1533,resistance,英[ri'zistәns],,n.抵抗;抵制;阻力;电阻,,,,
803,803/1533,region,英['ri:dʒәn],,n.地区;范围;部位,,,,
804,804/1533,district,英['distrikt],,n.地区;行政区,,,,
805,805/1533,zone,英[zәun],,n.地带;区域v.分区,,,,
806,806/1533,carpet,英['kɑ:pit],,n.地毯;毛毯v.铺地毯,,,,
807,807/1533,subway,英['sʌbwei],,n.地铁;赛百味,,,,
808,808/1533,electricity,英[.ilek'trisiti],,n.电力;电流;电学,,,,
809,809/1533,battery,英['bætәri],,n.电池;蓄电池;炮台,,,,
810,810/1533,initiative,英[i'niʃiәtiv],,n.主动(性/权);法案a.主动的,,,,
811,811/1533,rainbow,英['reinbәu],,n.彩虹
812,812/1533,wire,英['waiә],,D.金属丝;电线;电报v.接通,,,,
813,813/1533,sculpture,英['skʌlptʃә],,n.雕刻;雕塑,,,,
814,814/1533,definition,英[.defi'niʃәn],,n.定义;释义;清晰度,,,,
815,815/1533,motive,英['mәutiv],,n.动机;原因a.发动的,,,,
816,816/1533,insight,英['insait],,n.洞察力;见识,,,,
817,817/1533,cave,英[keiv],,n.洞穴,,,,
818,818/1533,poison,英['pɒizn],,n.毒药(物).毒害;污染,,,,
819,819/1533,sock,英[sɒk],,n.短袜;袜子,,,,
820,820/1533,phrase,英[freiz],,n.短语;习语,,,,
821,821/1533,paragraph,英['pærәgrɑ:f],,n.段落;小新闻;短评,,,,
822,822/1533,contrast,英[kәn'træst],,n.对比;反差v.对比;对照,,,,
823,823/1533,opponent,英[ә'pәunәnt],,n.对手;竞争者;反对者,,,,
824,824/1533,alternative,英[ɒ:l'tә:nәtiv],,n.替代品;另类a.供选择的;替代的,,,,
825,825/1533,motor,英['mәutә],,n.发动机;汽车,,,,
826,826/1533,engine,英['endʒin],,n.发动机;引擎,,,,
827,827/1533,finding,英['faindiŋ],,n.发现;调查结果,,,,
828,828/1533,court,英[kɒ:t],,n.法院;法庭;球场,,,,
829,829/1533,reaction,英[ri'ækʃәn],,n.反应;反作用;化学反应,,,,
830,830/1533,range,英['reindʒ],,n.范围v.(在一定范围)变动;包括,,,,
831,831/1533,means,英[mi:nz],,n.方法;手段,,,,
832,832/1533,manner,英['mænә],,n.方式;举止;规矩,,,,
833,833/1533,mode,英[mәud],,n.方式;式样,,,,
834,834/1533,defence,英[di'fens],(defense),n.防御;防卫;辩护,,,,
835,835/1533,estate,英[i'steit],,n.房地产;财产,,,,
836,836/1533,apartment,英[ә'pɑ:tmәnt],,n.(美)公寓;房间,,,,
837,837/1533,room,英[ru:m],,n.房间;空间;余地,,,,
838,838/1533,flight,英[flait],,n.航班;飞行,,,,
839,839/1533,soap,英[sәup],,n.肥皂,,,,
840,840/1533,lung,英[lʌŋ],,n.肺;肺脏,,,,
841,841/1533,distribution,英[.distrә'bju:ʃәn],,n.分布;分发;分配,,,,
842,842/1533,division,英[di'viʒәn],,n.分割;部门;(数)除法,,,,
843,843/1533,boundary,英['baundri],,n.分界线;范围;边界,,,,
844,844/1533,anger,英['æŋgә],,n.愤怒v.激怒;发怒,,,,
845,845/1533,style,英[stail],,n.风格;样式,,,,
846,846/1533,landscape,英['lændskeip],,n.风景;景色;景观,,,,
847,847/1533,madam,英['mædәm],,n.夫人;太太,,,,
848,848/1533,costume,英['kɒstju:m],,n.服饰;戏服,,,,
849,849/1533,symbol,英['simbl],,n.符号;标志;象征,,,,
850,850/1533,radiation,英[.reidi'eiʃәn],,n.辐射;发光;放射物,,,,
851,851/1533,welfare,英['welfєә],,n.福利;幸福,,,,
852,852/1533,concept,英['kɒnsept],,n.概念;观念;理念,,,,
853,853/1533,rugby,英['rʌ^bi],,n.英式橄榄球,,,,
854,854/1533,cheese,英[tʃi:z],,n.干酪;奶酪,,,,
855,855/1533,steel,英[sti:l],,n.钢;钢铁,,,,
856,856/1533,piano,英[pi'ɑ:nәu],,n.钢琴,,,,
857,857/1533,port,英[pɒ:t],,n.港口,,,,
858,858/1533,golf,英[gɒlf],,n.高尔夫球,,,,
859,859/1533,lamb,英[læm],,n.羔羊;羔羊肉,,,,
860,860/1533,account,英[ә'kaunt],,n.账户;账目v.解释,,,,
861,861/1533,panic,英['pænik],,n.恐慌;惊恐a.恐慌的
862,862/1533,opera,英['ɒpәrә],,n.歌剧;歌剧院,,,,
863,863/1533,wage,英[weidʒ],,n.工资;周薪,,,,
864,864/1533,institution,英[.insti'tju:ʃәn],,n.机构;制度;协会,,,,
865,865/1533,citizen,英['sitizn],,n.公民;市民;居民,,,,
866,866/1533,company,英['kʌmpәni],,n.公司;陪伴,,,,
867,867/1533,document,英['dɒkjumәnt],,n.文件;文档v.记录,,,,
868,868/1533,AD,英[æd;әd;id],,abbr.公元(AnnoDomini),,,,
869,869/1533,justice,英['dʒʌstis],,n.正义;公平;审判,,,,
870,870/1533,function,英['fʌŋkʃәn],,n.功能;(数)函数v.运转,,,,
871,871/1533,arch,英[ɑːtʃ],,n.拱形;拱门v.拱起,,,,
872,872/1533,republic,英[ri'pʌblik],,n.共和国;共和制,,,,
873,873/1533,contribution,英[.kɒntri'bju:ʃәn],,n.贡献;捐赠;出资,,,,
874,874/1533,constitution,英[.kɒnsti'tju:ʃәn],,n.宪法;体制;章程,,,,
875,875/1533,grain,英[grein],,n.粮食;谷物;颗粒,,,,
876,876/1533,bone,英[bәun],,n.骨头;骨骼,,,,
877,877/1533,tale,英[teil],,n.故事;传说;童话,,,,
878,878/1533,anxiety,英[æŋ'zaiәti],,n.焦虑;担心;渴望,,,,
879,879/1533,official,英[ә'fiʃәl],,n.官员a.官方的;正式的,,,,
880,880/1533,tube,英[tju:b],,n.管道;地铁;电视,,,,
881,881/1533,pipe,英[paip],,n.管子;烟斗;笛子,,,,
882,882/1533,champion,英['tʃæmpiәn],,n.冠军;捍卫者,,,,
883,883/1533,pot,[pɒt],,n.锅;罐;壶,,,,
884,884/1533,tank,英[tæŋk],,n.罐;坦克,,,,
885,885/1533,honour,英['ɒnә],(honor),n.光荣;荣誉v.感到荣幸;表扬,,,,
886,886/1533,ray,英[rei],,n.光线;射线,,,,
887,887/1533,extent,英[ik'stent],(ad),n.程度;范围;广度,,,,
888,888/1533,advertisement,英[.ædvә'taizmәnt],,n.广告;宣传,,,,
889,889/1533,orbit,英['ɒ:bit],,n.轨道;眼眶v.沿轨道绕行,,,,
890,890/1533,trick,英[trik],,n.诡计;圈套v.欺骗,,,,
891,891/1533,nationality,英[.næʃә'nælәti],,n.国籍;民族,,,,
892,892/1533,frontier,英['frʌntjә],,n.边境;国境;前沿,,,,
893,893/1533,core,英[kɔː(r)],,n.核心;中心;果核,,,,
894,894/1533,process,英['prɒses],,n.过程;工序v.加工,,,,
895,895/1533,fault,英[fɒ:lt],,n.过失;缺点,,,,
896,896/1533,shore,英[ʃɒ:],,n.岸;海岸,,,,
897,897/1533,navy,英['neivi],,n.海军;卫星导航系统,,,,
898,898/1533,dolphin,英['dɒlfin],,n.海豚,,,,
899,899/1533,bay,英[bei],,n.海湾;港湾,,,,
900,900/1533,channel,英['tʃænәl],,n.频道;海峡,,,,
901,901/1533,ocean,英['әuʃәn],,n.海洋,,,,
902,902/1533,sweat,英[swet],,n.汗v.出汗,,,,
903,903/1533,drought,英[draut],,n.干旱;旱灾,,,,
904,904/1533,behaviour,英[bi'heivjә],,n.行为;性能,,,,
905,905/1533,airline,英['єәlain],,n.航空公司;航线a.航线的,,,,
906,906/1533,millimetre,英['milimi:tә],(millimeter),n.毫米,,,,
907,907/1533,favour,英['feivә],(fovor),n.支持;宠爱v.赞成;有利于,,,,
908,908/1533,chorus,英['kɒ:rәs],,n.合唱队v.合唱,,,,
909,909/1533,contract,英['kɒntrækt],,n.合同;契约v.订合同,,,,
910,910/1533,partner,英['pɑ:tnә],,n.合伙人;伙伴;情侣,,,,
911,911/1533,jaw,英[dʒɒ:],,n.下巴;下颌;颗
912,912/1533,flood,英[flʌd],,n.洪水v.发洪水;涌进(出),,,,
913,913/1533,candidate,英['kændideit],,n.候选人;申请者;报考者,,,,
914,914/1533,breath,英[breθ],,n.呼吸;气息;一口气,,,,
915,915/1533,fox,英[fɒks],,n.狐狸,,,,
916,916/1533,pepper,英['pepә],,n.胡椒;胡椒粉;辣椒,,,,
917,917/1533,beard,英[biәd],,n.胡须;络腮胡,,,,
918,918/1533,expense,英[ik'spens],,n.费用;花销;开支,,,,
919,919/1533,vase,英[veis],,n.花瓶;瓶子,,,,
920,920/1533,chemist,英['kemist],,n.化学家;药剂师;药店,,,,
921,921/1533,studio,英['stju:diәu],,n.录音(像)室;工作室;摄影棚,,,,
922,922/1533,topic,英['tɒpik],,n.话题;题目;论题,,,,
923,923/1533,joy,英[dʒɒi],,n.欢乐;乐趣;乐事,,,,
924,924/1533,circuit,英['sә:kit],,n.电路;巡回;赛车场,,,,
925,925/1533,fantasy,英['fæntәsi],,n.幻想;奇幻;白日梦,,,,
926,926/1533,emperor,英['empәrә],,n.皇帝;君主,,,,
927,927/1533,butter,英['bʌtә],,n.黄油;牛油v.涂黄油于,,,,
928,928/1533,dust,英[dʌst],,n.灰尘;尘土v.去除灰尘,,,,
929,929/1533,response,英[ri'spɒns],,n.回答;回应;响应,,,,
930,930/1533,conference,英['kɒnfәrәns],,n.会议;讨论会;商讨会,,,,
931,931/1533,session,英['seʃәn],,n.一场(活动);会期;学期,,,,
932,932/1533,membership,英['membәʃip],,n.会员资格,,,,
933,933/1533,wedding,英['wediŋ],,n.婚礼;结婚,,,,
934,934/1533,mixture,英['mikstʃә],,n.混合;混合物,,,,
935,935/1533,chaos,英['keiɒs],,n.混乱;紊乱,,,,
936,936/1533,energy,英['enәdʒi],,n.活力;能量,,,,
937,937/1533,turkey,英['tә:ki],,n.火鸡,,,,
938,938/1533,rocket,英['rɒkit],,n.火箭v.迅速上升;猛涨,,,,
939,939/1533,volcano,英[vɒl'keinәu],,n.火山,,,,
940,940/1533,ham,英[hæm],,n.火腿,,,,
941,941/1533,goods,英[guds],,n.货物;商品,,,,
942,942/1533,opportunity,英[.ɒpә'tju:niti],,n.机会;机遇,,,,
943,943/1533,muscle,英['mʌsl],,n.肌肉;体力;力量,,,,
944,944/1533,basis,英['beisis],,n.基础;根据;底部,,,,
945,945/1533,foundation,英[faun'deiʃәn],,n.基础;地基;基金会;创建,,,,
946,946/1533,rating,英['reitiŋ],,n.等级;级别,,,,
947,947/1533,disease,英[di'zi:z],,n・病;疾病,,,,
948,948/1533,dormitory,英['dɒ:mitәri],,n.宿舍;集体宿舍,,,,
949,949/1533,geometry,英[dʒi'ɒmәtri],,n.几何;几何形状,,,,
950,950/1533,recording,英[ri'kɒ:diŋ],,n.录音;录制;记录,,,,
951,951/1533,memory,英['memәri],,n.记忆;回忆;内存,,,,
952,952/1533,journalist,英['dʒә:nәlist],,n.记者;新闻工作者,,,,
953,953/1533,discipline,英['disiplin],,n.纪律;学科v.训练,,,,
954,954/1533,mechanic,英[mi'kænik],,n.机械师;技工,,,,
955,955/1533,technique,英[tek'ni:k],,n.技术;技巧;方法,,,,
956,956/1533,addition,英[ә'diʃәn],,n.增加;添加;加法,,,,
957,957/1533,fellow,英['felәu],,n.家伙;同辈a.同伴的,,,,
958,958/1533,guy,英[gai],,n.家伙;男人,,,,
959,959/1533,furniture,英['fәnitʃә],,n.家具;装置,,,,
960,960/1533,household,英['haushәuld],,n.家庭;住户a.家庭的;日常的,,,,
961,961/1533,assumption,英[ә'sʌmpʃәn],,n.假定;承担
962,962/1533,shelf,英[ʃelf],,n.架子;书架;搁板,,,,
963,963/1533,nut,英[nʌt],,n.坚果;螺母;难对付的人或问题,,,,
964,964/1533,resolution,英[.rezә'lu:ʃәn],,n.决议;坚定;分辨率,,,,
965,965/1533,prison,英['prizn],,n.监狱;牢笼;监禁,,,,
966,966/1533,inspection,英[in'spekʃәn],,n.视察;检查;审查,,,,
967,967/1533,relief,英[ri'li:f],,n.缓解;减轻;救济品,,,,
968,968/1533,construction,英[kәn'strʌkʃәn],,n.建造;建筑物;结构,,,,
969,969/1533,architect,英['ɑ:kitekt],,n.建筑师;设计师;架构师,,,,
970,970/1533,gym,英[dʒim],,n.健身房;体育馆,,,,
971,971/1533,arrow,英['ærәu],,n.箭头;箭状物,,,,
972,972/1533,bonus,英['bәunәs],,n.奖金;红利;补贴,,,,
973,973/1533,scholarship,英['skɒlәʃip],,n.奖学金;学术成就,,,,
974,974/1533,medal,英['medl],,n.奖章;勋章v.获奖,,,,
975,975/1533,capsule,英['kæpsju:l],,n.胶囊;小容器;太空舱,,,,
976,976/1533,angle,英['æŋgl],,n.角;角度;立场,,,,
977,977/1533,professor,英[prә'fesә],,n.教授,,,,
978,978/1533,church,英[tʃә:tʃ],,n.教堂;教会a.礼拜的,,,,
979,979/1533,educator,英['edjukeitә],,n.教育家;教师,,,,
980,980/1533,phase,英[feɪz],,n.阶段;时期,,,,
981,981/1533,receptionist,英[ri'sepʃәnist],,n.接待员;前台,,,,
982,982/1533,joint,英[dʒɒint],,a.联合的;共同的n.关节;节点,,,,
983,983/1533,classic,英['klæsik],,a.经典的n.杰作;名著,,,,
984,984/1533,structure,英['strʌktʃә],,n.结构;建筑物v.系统组织,,,,
985,985/1533,consequence,英['kɒnsikwәns],,n.结果;后果,,,,
986,986/1533,outcome,英['autkʌm],,n.结果;成果,,,,
987,987/1533,effect,英[i'fekt],,n.效果;作用v.使发生,,,,
988,988/1533,bond,英[bɒnd],,n.债券;纽带;联系,,,,
989,989/1533,marriage,英['mæridʒ],,n.结婚;婚姻,,,,
990,990/1533,conclusion,英[kәn'klu:ʒәn],,n.结论;总结;推论,,,,
991,991/1533,solution,英[sә'lu:ʃәn],,n.解决办法;解答;溶解,,,,
992,992/1533,liberation,英[.libә'reiʃәn],,n.解放;释放,,,,
993,993/1533,intervention,英[.intә'venʃәn],,n.介入;干预;调节,,,,
994,994/1533,presentation,英[.prezәn'teiʃәn],,n.展示;陈述;讲座;颁发,,,,
995,995/1533,metal,英['metәl],,n.金属;金属制品,,,,
996,996/1533,plate,英[pleit],,n.盘子;碟子,,,,
997,997/1533,emergency,英[i'mә:dʒәnsi],,n.紧急情况;急诊;应急,,,,
998,998/1533,tournament,英['tә:nәmәnt],,n.锦标赛;联赛,,,,
999,999/1533,access,英['ækses],,n.访问;准入;存取v.获取(计算机文件),,,,
1000,1000/1533,entry,英['entri],,n.进入;入口;登录,,,,
1001,1001/1533,administration,英[әd.mini'streiʃәn],,n.管理;行政;行政机关,,,,
1002,1002/1533,alarm,英[ә'lɑ:m],,n.警报;惊恐v.使恐慌,,,,
1003,1003/1533,whale,英[hweil],,n.鲸;鲸鱼,,,,
1004,1004/1533,scene,英[si:n],,n.场景;情景;景色,,,,
1005,1005/1533,prospect,英['prɒspekt],,n.前景;前途;展望,,,,
1006,1006/1533,warning,英['wɒ:niŋ],,n.警告;告诫a.警告的,,,,
1007,1007/1533,mirror,英['mirә],,n.镜子v.反映,,,,
1008,1008/1533,alcohol,英['ælkәhɒl],,n.酒精;乙醇,,,,
1009,1009/1533,ambulance,英['æmbjulәns],,n.救护车;急救车,,,,
1010,1010/1533,saving,英['seiviŋ],,n.节约;储蓄;挽救,,,,
1011,1011/1533,resident,英['rezidәnt],,n.居民;常住者a.居住的
1012,1012/1533,drama,英['drɑ:mә],,n.戏剧;剧本,,,,
1013,1013/1533,distance,英['distәns],,n.距离;路程;远程v.疏远,,,,
1014,1014/1533,hurricane,英['hә:rikәn],,n.飓风,,,,
1015,1015/1533,venue,英['venju:],,n.聚会地点;会场;场合,,,,
1016,1016/1533,jazz,英[dʒæz],,n.爵士乐;爵士舞,,,,
1017,1017/1533,rank,英[ræŋk],,n.等级;排名v.分等级;排列,,,,
1018,1018/1533,county,英['kaunti],,n.郡;县;区县,,,,
1019,1019/1533,cafe,英[kɑ:'fei],,n.咖啡馆;小餐馆,,,,
1020,1020/1533,calorie,英['kælәri],,n.卡路里(热量单位),,,,
1021,1021/1533,switch,英[switʃ],,n.开关v.转换;切换,,,,
1022,1022/1533,exam,英[ig'zæm],(examination),n.考试;检查;测验,,,,
1023,1023/1533,toast,英[tәust],,n.烤面包;敬酒v.向……敬酒;烘烤,,,,
1024,1024/1533,barbecue,英['bɑ:bikju:],,n.&v.烧烤,,,,
1025,1025/1533,gramme,英[græm],(gram),n.克(重量单位),,,,
1026,1026/1533,leisure,英['li:ʒә],,n.空闲;悠闲,,,,
1027,1027/1533,Confucius,英[kәn'fju:ʃjәs],,n.孔子,,,,
1028,1028/1533,dinosaur,英['dainәsɒ:],,n.恐龙,,,,
1029,1029/1533,threat,英[θret],,n.威胁、;恐吓;凶兆,,,,
1030,1030/1533,accent,英['æksәnt],,n.口音;重音;腔调,,,,
1031,1031/1533,snack,英[snæk],,n.小吃;零食,,,,
1032,1032/1533,mineral,英['minәrәl],,n.矿物;矿石a.矿物的,,,,
1033,1033/1533,insect,英['insekt],,n.昆虫,,,,
1034,1034/1533,expansion,英[ik'spænʃәn],,n.扩张;膨胀;详述,,,,
1035,1035/1533,garbage,英['gɑ:bidʒ],,n.垃圾,,,,
1036,1036/1533,labour,英['leibә],(labor),n.劳动;劳工,,,,
1037,1037/1533,thunder,英['θʌndә],,n.雷声v.打雷;大喊,,,,
1038,1038/1533,radium,英[ˈreɪdiəm],,n.镭;镭元素,,,,
1039,1039/1533,centimetre,英['sentimi:tә(r)],,n.厘米,,,,
1040,1040/1533,departure,英[di'pɑ:tʃә],,n.离开;起程,,,,
1041,1041/1533,fence,英[fens],,n.篱笆v.用篱笆围住;击剑,,,,
1042,1042/1533,theory,英['θiәri],,n.理论;学说;见解,,,,
1043,1043/1533,council,英['kaunsәl],,n.会议;委员会;理事会,,,,
1044,1044/1533,power,英['pauә],,n.力量;功率;权力;电力,,,,
1045,1045/1533,strength,英[streŋθ],,n.力量;实力,,,,
1046,1046/1533,profit,英['prɒfit],,n.利润;收益v.得利;有利于,,,,
1047,1047/1533,behalf,英[bi'hɑ:f],,n.代表(某人);为了(某人),,,,
1048,1048/1533,routine,英[ru:'ti:n],,n.常规;例行a.常规的;例行的,,,,
1049,1049/1533,instance,英['instәns],,n.例子;示例;情况,,,,
1050,1050/1533,association,英[ә.sәuʃә'eiʃәn],,n.协会;联盟;联合,,,,
1051,1051/1533,practice,英['præktis],,n.练习;实践,,,,
1052,1052/1533,chain,英[tʃein],,n.链条;连锁v.用链条锁住,,,,
1053,1053/1533,neighbour,英['neibә],(neighbor),n.邻居;邻国,,,,
1054,1054/1533,neighbourhood,英['neibәhud],,n.邻近;附近;邻里关系,,,,
1055,1055/1533,soul,英[sәul],,n.灵魂;精神,,,,
1056,1056/1533,facility,英[fә'siliti],,n.设施;场所;天赋,,,,
1057,1057/1533,leadership,英['li:dәʃip],,n.领导;领导力,,,,
1058,1058/1533,territory,英['teritәri],,n.领土;版图;领域,,,,
1059,1059/1533,domain,英[dәu'mein],,n.领域;范围;域名,,,,
1060,1060/1533,skateboard,英['skeitbɔ:d],,n.滑板v.用滑板滑行,,,,
1061,1061/1533,fashion,英['fæʃәn],,n.时尚;流行;方式,,,,
1062,1062/1533,dragon,英['drægәn],,n.龙,,,,
1063,1063/1533,cage,英[keidʒ],,n.笼子;牢房v.把……关入牢笼
1064,1064/1533,stair,英[stєә],,n.楼梯;阶梯,,,,
1065,1065/1533,deer,英[diә],,n.鹿,,,,
1066,1066/1533,route,英[ru:t],,n.路线;航线;路径,,,,
1067,1067/1533,outline,英['autlain],,n.大纲;轮廓v.概述,,,,
1068,1068/1533,camel,英['kæml],,n.骆驼,,,,
1069,1069/1533,performance,英[pә'fɒ:mәns],,n.表演;表现;执行,,,,
1070,1070/1533,lawyer,英['lɒ:jә],,n.律师;法学家,,,,
1071,1071/1533,marathon,英['mærәθәn],,n.马拉松赛跑,,,,
1072,1072/1533,circus,英['sә:kәs],,n.马戏团;杂技团,,,,
1073,1073/1533,satisfaction,英[.sætis'fækʃәn],,n.满足;满意,,,,
1074,1074/1533,towel,英['tauәl],,n.毛巾;手巾,,,,
1075,1075/1533,blanket,英['blæŋkit],,n.毛毯;毯子v.覆盖,,,,
1076,1076/1533,adventure,英[әd'ventʃә],,n.冒险;奇遇,,,,
1077,1077/1533,medium,英['mi:diәm],,a.中等的n.媒介;方法,,,,
1078,1078/1533,beauty,英['bju:ti],,n.美;美丽;美人,,,,
1079,1079/1533,violence,英['vaiәlәns],,n.暴力;暴行;激烈,,,,
1080,1080/1533,riddle,英['ridl],,n.谜;谜语,,,,
1081,1081/1533,metre,英['mi:tә],,n.米;公尺,,,,
1082,1082/1533,plot,英[plɒt],,n.情节;阴谋v.密谋;绘制,,,,
1083,1083/1533,honey,英['hʌni],,n.蜂蜜a.亲爱的,,,,
1084,1084/1533,cotton,英['kɒtn],,n.棉花;棉布;棉制品,,,,
1085,1085/1533,panel,英['pænl],,n.面板;控制板;专家组,,,,
1086,1086/1533,bakery,英['beikәri],,n.面包房;烘焙,,,,
1087,1087/1533,flour,英['flauә],,n.面粉,,,,
1088,1088/1533,cheek,英[tʃi:k],,n.面颊;脸蛋,,,,
1089,1089/1533,description,英[di'skripʃәn],,n.描写;形容,,,,
1090,1090/1533,temple,英[templ],,n.庙宇;寺院;太阳穴,,,,
1091,1091/1533,extinction,英[ik'stiŋkʃәn],,n.灭绝;消亡,,,,
1092,1092/1533,nation,英['neiʃәn],,n.民族;国家,,,,
1093,1093/1533,celebrity,英[si'lebrti],,n.名人;名流;名声,,,,
1094,1094/1533,reputation,英[.repju'teiʃәn],,n.名誉;名声;声望,,,,
1095,1095/1533,evidence,英['evidәns],,n.证据;迹象v.证明,,,,
1096,1096/1533,pattern,英['pætәn],,n.模式;花样;模型v.构成图案,,,,
1097,1097/1533,friction,英['frikʃәn],,n.磨擦;不和;争执,,,,
1098,1098/1533,mushroom,英['mʌʃrum],,n.蘑菇v.迅速生长;采蘑菇,,,,
1099,1099/1533,target,英['tɑ:git],,n.目标;对象;靶子,,,,
1100,1100/1533,goal,英[gәul],,n.目标;球门;射门,,,,
1101,1101/1533,destination,英[.desti'neiʃәn],,n.目的地;终点,,,,
1102,1102/1533,witness,英['witnis],,n.目击者;证人v.目击,,,,
1103,1103/1533,bath,英[bæθ.bɑ:θ],,n.沐浴;浴室v.洗澡,,,,
1104,1104/1533,patience,英['peiʃәns],,n.耐心;忍耐,,,,
1105,1105/1533,physician,英[fi'ziʃәn],,n.内科医生,,,,
1106,1106/1533,competence,英['kɒmpitәns],,n.能力;胜任;权限,,,,
