seq,seqn,word,phonetic,exchange,trans
919,919/1094,speed,英[spi:d],,n.速度v.加速
920,920/1094,granddaughter,英['^rændɔ:tә(r)],,n.孙女
921,921/1094,grandson,英['grændsʌn],,n.孙子
922,922/1094,tower,英['tauә],,n.塔;塔楼
923,923/1094,Pacific,英[pә'sifik],,n.太平洋
924,924/1094,conversation,英[.kɒnvә'seiʃәn],,n.交谈;会话;会谈
925,925/1094,sugar,英['ʃugә],,n.糖
926,926/1094,discussion,英[dis'kʌʃәn],,n.讨论;议论
927,927/1094,sky,英[skai],,n.天空;星空
928,928/1094,air,英[єә],,n.空气;天空;气氛
929,929/1094,field,英[fi:ld],,n.田地;场地;领域
930,930/1094,pie,英[pai],,n.派;馅饼
931,931/1094,railway,英['reilwei],,n.铁路;铁道
932,932/1094,communication,英[kә.mju:ni'keiʃәn],,n.通讯;交流;沟通
933,933/1094,classmate,英['klɑ:smeit],,n.同班同学
934,934/1094,pain,英[pein],,n.疼痛;痛苦V.使……痛苦
935,935/1094,headache,英['hedeik],,n.头疼;麻烦
936,936/1094,rabbit,英['ræbit],,n.兔子
937,937/1094,pioneer,英[.paiә'niә],,n.拓荒者;先驱者
938,938/1094,outside,英['aut'said],,n.外面ad.在外面prep.在.....外面
939,939/1094,bean,英[bi:n],,n.豆类;豌豆
940,940/1094,bowl,英[bәul],,n.饭碗;大酒杯
941,941/1094,tennis,英['tenis],,n.网球
942,942/1094,website,英[websait],,n.网站;网址
943,943/1094,danger,英['deindʒә],,n.危险;威胁
944,944/1094,scarf,英[skɑ:f],,围巾;头巾;领巾
945,945/1094,tail,英[teil],,n.尾巴
946,946/1094,stomach,英['stʌmәk],,n.胃;肚子
947,947/1094,stomachache,英['stʌmәkeik],,n.胃疼;肚子疼
948,948/1094,temperature,英['temprәtʃә],,n.温度
949,949/1094,text,英[tekst],,n.文本;课文v.发短息
950,950/1094,culture,英['kʌltʃә],,n.文化
951,951/1094,article,英['ɑ:tikl],,n.文章;物品
952,952/1094,matter,英['mætә],,n.问题;麻烦事V.重要
953,953/1094,problem,英['prɒblәm],,n.问题;难题
954,954/1094,pollution,英[pә'lu:ʃәn],,n.污染
955,955/1094,radio,英['reidiәj-],,n.收音机;电台广播
956,956/1094,physics,英['fiziks],,n.物理;物理学
957,957/1094,object,英['ɒbdʒekt],,n.物体;目标;对象
958,958/1094,watermelon,英['wɒtә.melәn],,n.西瓜
959,959/1094,knee,英[ni:],,n.膝盖
960,960/1094,habit,英['hæbit],,n.习惯;习性
961,961/1094,theatre,英['θiәtә],(美theater),n.戏院;剧院
962,962/1094,sir,英[sә:],,n.先生
963,963/1094,countryside,英['kʌntrisaid],,n.乡村;农村
964,964/1094,project,英['prɒdʒekt],,n.项目;计划;课题
965,965/1094,eraser,英[i'reisә],,n.橡皮擦;黑板擦
966,966/1094,message,英['mesidʒ],,n.消息
967,967/1094,miss,英[mis],,n.小姐v.错过;想念
968,968/1094,violin,英[.vaiә'lin],,n.小提琴
969,969/1094,agreement,英[ә'gri:mәnt],,n.协定;同意
970,970/1094,heart,英[hɑ:t],,n.心脏
971,971/1094,news,英[nju:z],,n.新闻;消息
972,972/1094,letter,英['letә],,n.书信;字母
973,973/1094,information,英[.infә'meiʃәn],,n.信息;情报
974,974/1094,Tuesday,英['tju:zdi],,n.星期二
975,975/1094,Saturday,英['sætәdi],,n.星期六
976,976/1094,Sunday,英['sʌndi],,n.星期日
977,977/1094,Wednesday,英['wenzdi],,n.星期三
978,978/1094,Thursday,英['θә:zdi],,n.星期四
979,979/1094,Friday,英['fraidi],,n.星期五
980,980/1094,Monday,英['mʌndi],,n.星期一
981,981/1094,situation,英[.sitju'eiʃәn],,n.形势;情况
982,982/1094,interest,英['intrist],,n.兴趣;利息
983,983/1094,rest,英[rest],,n.休息;剩下的部分v.休息
984,984/1094,need,英[ni:d],,n.需要;需求v.需要
985,985/1094,lot,英[lɒt],(a lot of 许多的),n.大量;许多
986,986/1094,choice,英[tʃɒis],,n.选择;抉择
987,987/1094,term,英[tә:m],,n.学期;术语;条款
988,988/1094,student,英['stju:dnt],,n.学生;学员
989,989/1094,blood,英[blʌd],,n.血液
990,990/1094,tooth,英[tu:θ],(pl.teeth),n.牙齿
991,991/1094,toothache,英['tu:θeik],,n.牙痛
992,992/1094,Asia,英['eiʒә],,n.亚洲
993,993/1094,Asian,英['eiʃәn],,n.亚洲人a.亚洲的;亚洲人的
994,994/1094,smoke,英[smәuk],,n.烟v.抽烟;冒烟
995,995/1094,rock,英[rɒk],,n.石头;岩石;摇滚乐
996,996/1094,research,英[ri'sә:tʃ],,n.研究;调查
997,997/1094,salt,英[sɒ:lt],,n.食盐a.用盐腌渍的
998,998/1094,speech,英[spi:tʃ],,n.演讲;演说
999,999/1094,speaker,英['spi:kә],,n.演讲者;讲话的人
1000,1000/1094,actor,英['æktә],,n.男演员
1001,1001/1094,America,英[ә'merikә],,n.美洲;美国
1002,1002/1094,American,英[ә'merikәn],,n.美国人a.美国的;美洲的
1003,1003/1094,medicine,英['medisin],,n.药;医疗;医学
1004,1004/1094,key,英[ki:],,n.钥匙;答案a.关键的
1005,1005/1094,leaf,英[li:f],(pl.leaves),n.叶子;树叶
1006,1006/1094,page,英[peidʒ],,n.页码
1007,1007/1094,meal,英[mi:l],,n.一顿饭
1008,1008/1094,bit,英[bit],,n.一点;少量
1009,1009/1094,pair,英[pєә],,n.对;双v.配对
1010,1010/1094,passage,英['pæsidʒ],,n.段落;通道
1011,1011/1094,piece,英[pi:s],,n.块;片
1012,1012/1094,row,英[rәu.rau],,n.排;行v.划船
1013,1013/1094,thousand,英['θauznd],,n.千
1014,1014/1094,mobilephone,美['məʊbaɪlfәun],,n.移动电话;手机
1015,1015/1094,shame,英[ʃeim],,n.羞愧;羞耻V.使丢脸
1016,1016/1094,artist,英['ɑ:tist],,n.艺术家
1017,1017/1094,meaning,英['mi:niŋ],,n.意思;意义
1018,1018/1094,concert,英['kɒnsәt],,n.音乐会
1019,1019/1094,musician,英[mju:'ziʃәn],,n.音乐家
1020,1020/1094,silver,英[mju:'ziʃәn],,n.银、银白色
1021,1021/1094,bank,英[mju:'ziʃәn],,n.银行、河岸
1022,1022/1094,introduction,英[ˌɪntrəˈdʌkʃn],,n.介绍、导论
1023,1023/1094,India,英[ˈɪndɪə],,n.印度
1024,1024/1094,England,英[ˈɪŋɡlənd],,n.英格兰
1025,1025/1094,mile,英[maɪl],,n.英里
1026,1026/1094,hero,英[ˈhɪərəʊ]],,n.英雄、豪杰
1027,1027/1094,camp,英[kæmp],,n.营地;度假营;营房;营帐;v.宿营;露营;野营;借住;借宿;暂住;
1028,1028/1094,coin,英[kɔɪn],,n.硬币、杜撰
1029,1029/1094,courage,英[ˈkʌrɪdʒ],,n.勇气;勇敢;无畏;胆量;
1030,1030/1094,postman,英[ˈpəʊstmən],,n.邮递员
1031,1031/1094,stamp,英[stæmp],,n.邮票、印章
1032,1032/1094,post,英[pəʊst],,n.帖子、游记v.张贴
1033,1033/1094,oil,英[ɒil],,n.油;燃料
1034,1034/1094,paint,英[peint],,n.&v.绘画;油漆
1035,1035/1094,swimming,英['swimiŋ],,n.游泳
1036,1036/1094,friendship,英[ˈfrendʃɪp],,n.友谊、友情
1037,1037/1094,adventage,英[ədˈvɑːntɪdʒ],,n.好处、优势、有利于
1038,1038/1094,fishman,英[ˈfɪʃˌmæn],,n.渔夫、渔民
1039,1039/1094,grammar,英[ˈɡræmə(r)],,n.语法;文法;
1040,1040/1094,language,英[ˈlæŋɡwɪdʒ],,n.语言;语言文字;言语;说话;
1041,1041/1094,bathroom,英[ˈbɑːθruːm],,n.浴室;盥洗室;洗手间;卫生间;
1042,1042/1094,pardon,英[ˈpɑːdn],,"n.原谅;宽恕;v.	原谅;"
1043,1043/1094,circle,英[ˈsɜːkl],,n.圆;圆圈;v.圈出;圈起;
1044,1044/1094,cloud,英[klaʊd],,n.云;云朵;
1045,1045/1094,Luck,英[lʌk],,n.好运;运气;v.靠运气;走运;凑巧碰上;
1046,1046/1094,magazine,英[ˌmæɡəˈziːn],,n.杂志;期刊;
1047,1047/1094,gift,英[ɡɪft],,n.礼物;赠品;天赋;天才;v.白送;白给;
1048,1048/1094,war,英[wɔː(r)],,n.战争;斗争;v.进行战斗;作战;
1049,1049/1094,giraffe,英[dʒəˈrɑːf],,n.长颈鹿
1050,1050/1094,elder,英[ˈeldə(r)],,n.长者;长辈;年纪较大者;
1051,1051/1094,husband,英[ˈhʌzbənd],,"n.丈夫;v.	节俭使用;"
1052,1052/1094,US,英[j'u'es],,n.美国
1053,1053/1094,bill,英[bɪl],,n.账单;v.给(某人)开账单
1054,1054/1094,photograph,英[ˈfəʊtəɡrɑːf],,n.照片;相片;v.拍照;照相
1055,1055/1094,camera,英[ˈkæmərə],,n.照相机;摄影机
1056,1056/1094,truth,英[truːθ],,n.真相;实情;事实;
1057,1057/1094,shower,英[ˈʃaʊə(r)],,n.淋浴器;淋浴间;淋浴;阵雨;v.(洗)淋浴;洒落;
1058,1058/1094,government,英[ˈɡʌvənmənt],,n.政府;内阁;
1059,1059/1094,knowledge,英[ˈnɒlɪdʒ],,n.知识;学问;
1060,1060/1094,paper,英[ˈpeɪpə(r)],,n.纸;纸张;v.贴壁纸;
1061,1061/1094,guide,英[ɡaɪd],,n.指南;手册;导游;向导;v.给某人领路(或导游);指引;指导
1062,1062/1094,middle,英[ˈmɪdl],,n.中间;中部;中央;adj.中间的;中央的;居中的;正中的;
1063,1063/1094,noon,英[nuːn],,n.正午;中午;
1064,1064/1094,center,英[ˈsentə(r)],,n.篮球中锋;中场手;中心;v.集中;把……聚集在;
1065,1065/1094,end,英[ənd;ænd],,n.conj.终点、结束;
1066,1066/1094,weight,英[weɪt],,n.重量;v.在…上加重量;使负重;
1067,1067/1094,weekend,英[ˌwiːkˈend],,n.星期六和星期日;周末;v.过周末;度周末;
1068,1068/1094,bamboo,英[ˌbæmˈbuː],,n.竹;竹子;
1069,1069/1094,director,英[dəˈrektə(r)],,n.董事;理事;经理;导演;
1070,1070/1094,attention,英[əˈtenʃn],,"n.注意;专心;注意力;兴趣;int.	注意;立正;"
1071,1071/1094,set,英[set],,v.放;置;使处于;以…为…设置背景;n.一套;一副
1072,1072/1094,condition,英[kənˈdɪʃn],,n.状态;状况;
1073,1073/1094,state,英[steɪt],,n.状态;状况;国家;州;邦;adj.国家提供(或控制)的;州的;邦的;v.陈述;说明;声明;规定;公布;
1074,1074/1094,purple,英[ˈpɜːpl],,"n.adj.紫色的;华丽的文辞;雕琢的章句;n.	紫色;紫(红)衣;紫袍;帝位;皇权;皇族;vi.	使成紫色变紫;"
1075,1075/1094,pride,英[praɪd],,n.自豪;骄傲;自尊心;自尊;尊严;v.使得意;以...自豪;
1076,1076/1094,nature,英[ˈneɪtʃə(r)],,n.自然界;大自然;
1077,1077/1094,dictionary,英[ˈdɪkʃənri],,n.词典;字典;
1078,1078/1094,president,英[ˈprezɪdənt],,n.总统;国家主席;会长;院长;主席;银行行长;总经理;董事长;总裁;
1079,1079/1094,hall,英[hɔːl],,n.门厅;正门过道;(大楼内的)走廊;礼堂;大厅;
1080,1080/1094,group,英[ɡruːp],,n.组;群;批;类;簇;集团;(尤指流行音乐的)演奏组;乐团;乐队;v.(使)成群;成组;聚集;
1081,1081/1094,grandparent,英[ˈɡrænpeərənt],,n.祖父;祖母;外祖父;外祖母;
1082,1082/1094,writer,英[ˈraɪtə(r)],,n.作家;作者;著者;
1083,1083/1094,seat,英[siːt],,"n.	座位;有…座位的;有…座的;v.向…提供座位;(使)就座;坐;"
1084,1084/1094,v.,,,动词
1085,1085/1094,aux.v.,,,助动词
1086,1086/1094,a.,,,形容词
1087,1087/1094,ad.,,,副词
1088,1088/1094,conj.,,,连词
1089,1089/1094,int.,,,语气词
1090,1090/1094,art.,,,冠词
1091,1091/1094,prep.,,,介词
1092,1092/1094,prop.,,,代词
1093,1093/1094,num.,,,数词
1094,1094/1094,n.,,,名词
